parcel_id,property_address,city,state,zip_code,legal_description,bid_cost,previous_investment_category,previous_development_match_strength,previous_development_match_quality,final_development_match_strength,final_matched_development_area,final_matched_project_or_area_name,final_matched_project_type,final_matched_investment_signal_strength,final_development_source_title,final_development_source_url,final_development_summary,final_development_corridor,final_development_relevant_streets,final_development_match_reason,final_development_match_quality,final_development_warning,final_development_confidence,final_match_basis,final_development_geocode_query,weak_match_removed_flag
08375-03-29-02800,2141 N DELAWARE AV E,Tulsa,OK,Unknown,S50 N106 W1/2 OF LT 1 BLK 10,5074.15,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
41100-92-34-03610,5902 S 31 AV W,Tulsa,OK,Unknown,N 50' LT 23 & S 50' LT 24 BLK 2,5074.82,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
22200-03-36-00370,8934 E MARSHALL PL N,Tulsa,OK,Unknown,LT 7 BLK 3,5094.88,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
74985-94-20-10040,12608 E 31 PL S,Tulsa,OK,Unknown,LT 2 BLK 2,5104.84,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
85315-72-15-46520,14623 S VANCOUVER AV,Unknown,OK,Unknown,LT 2 BLK 8 W,5178.06,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
11575-03-35-04690,7320 E LATIMER PL N,Tulsa,OK,Unknown,LT 8 BLK 6,5182.52,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
30950-03-33-14960,3337 E KING PL N,Tulsa,OK,Unknown,E 55 W 165 S 144.85 LT 7,5203.47,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
12150-93-11-01280,7519 E 13 ST S,Tulsa,OK,Unknown,LT 11 BLK 7,5222.14,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
07700-02-13-02200,4026 N ELGIN AV E,Tulsa,OK,Unknown,LT 10,5279.47,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
10475-92-08-00680,1125 S 56 AV W,Tulsa,OK,Unknown,LT 17 BLK 3,5289.47,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
31125-92-27-16750,4235 S 26 AV W,Tulsa,OK,Unknown,LT 16 BLK 1 & W5 VAC ALLEY ADJ ON E,5302.8,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
29650-03-07-03370,1380 E 54 ST N,Tulsa,OK,Unknown,LT 4 BLK 2,5339.46,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
29650-03-07-03310,1577 E 53 ST N,Tulsa,OK,Unknown,LT 34 BLK 1,5347.46,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
13850-93-05-10530,2605 E ADMIRAL CT N,Tulsa,OK,Unknown,LT 14 BLK 1,5358.29,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
22100-92-28-03130,3904 W 41 PL S,Tulsa,OK,Unknown,LT-10-BLK-7,5361.41,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
27875-92-11-03570,701 S PHOENIX AV W,Tulsa,OK,Unknown,W 1/2 LT 26 BLK 2,5389.46,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
45350-94-06-07290,310 S 105 PL E,Tulsa,OK,Unknown,LT 11 BK 3,5390.12,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
78810-84-11-09070,424 E COLLEGE ST N,Broken Arrow,OK,Unknown,ALL LT 12 BLK 15 & E15 OF LT 11,5428.12,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
20725-93-03-06410,6330 E 4 PL S,Tulsa,OK,Unknown,LT 5 BLK 1,5429.45,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
41025-02-01-00530,518 E 57 PL N,Tulsa,OK,Unknown,LOT-15-BLK-11,5432.12,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
07225-02-13-00060,3936 N LANSING PL E,Tulsa,OK,Unknown,LT 5 BLK 1,5434.28,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
37800-93-02-09000,6535 E 5 ST S,Tulsa,OK,Unknown,LT 20 BLK 4,5443.44,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
27300-93-14-10790,7610 E 21 ST S,Tulsa,OK,Unknown,LT 6 BLK 1,5444.74,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
38200-92-26-00840,4629 S UNION AV W,Tulsa,OK,Unknown,LT 2 BLK 1,5454.78,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
76925-94-19-48280,3712 S 109 AV E,Tulsa,OK,Unknown,LT 20 BLK 9,5467.19,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
23850-93-15-11970,4999 E 26 ST S,Tulsa,OK,Unknown,LT 1 BLK 1,5479.42,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
74735-84-06-61950,6623 S 107 AV E,Tulsa,OK,Unknown,LT 26 BLK 2,5491.99,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
91407-14-07-52320,E 106 ST N,City Of Owasso Mh Not Included,OK,Unknown,W/2 W/2 SE SE LESS S16.5 FOR RD SEC 7 21 14,4849.58,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
98434-84-34-00350,ADDRESS UNKNOWN,Broken Arrow,OK,Unknown,PRT NE NE BEG 434E & 50S NEC THEREOF TH S295.52,5186.14,Strong Manual Review Candidate,Unknown,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
23000-03-27-08140,APACHE & N YALE AV E,Tulsa,OK,Unknown,LTS 2 & 3 & N/2 LT 4 & E635.5 S/2 LT 4 & E635.5 LT 5,3509.05,Strong Manual Review Candidate,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
56600-92-20-00740,3310 S 61 AV W,Unknown,OK,Unknown,LT 19 & LT 20 BLK 3 TULSA COUNTY,4992.83,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
56900-92-20-02220,6115 W 39 ST S,Unknown,OK,Unknown,LT 9 BLK 2 TULSA COUNTY,5224.32,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
54225-03-06-05290,6439 N WHEELING AV E,Unknown,OK,Unknown,LT 6 BLK 2 TULSA COUNTY,5224.79,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
91213-12-13-51390,998 E 98 ST N,Unknown,OK,Unknown,PRT S/2 SE BEG 1162.04W SECR SE TH W330 N1231.53 TULSA COUNTY,5325.25,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
91408-14-08-10310,11702 E 116 ST N,Unknown,OK,Unknown,E90 SE NE NW NW & SW NW NE NW & LESS E30 SW TULSA COUNTY,3139.44,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
54325-92-31-02630,7118 W 60 ST S,Unknown,OK,Unknown,LT 7 W1/2 & ALL LT 8 9 BK 54 TULSA COUNTY,3211.01,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
90306-03-06-24020,1641 E 56 ST N,Unknown,OK,Unknown,TR BEG 161.25 W OF SE COR SW QTR.TH N660W TULSA COUNTY,3314.33,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
91316-13-16-06210,10428 N YALE AV E,Unknown,OK,Unknown,S134 N842 E647 E/2 NE SEC 16 21 13 1.990ACS TULSA COUNTY,3339.41,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
91236-12-36-01030,7403 N IROQUOIS AV E,Unknown,OK,Unknown,E/2 W/2 NW NE LESS S330 THEREOF & LESS W30 TULSA COUNTY,3357.23,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
53675-92-32-01900,5805 S 64 AV W,Unknown,OK,Unknown,LOTS-12-TO-16-INCL.BLK-5 TULSA COUNTY,3580.08,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
90404-04-04-64010,14025 E 58 ST N,Unknown,OK,Unknown,BEG 656 N & 1323.32 W SEC SE TH N 660 W 330.83 S TULSA COUNTY,3715.23,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
53725-02-01-03030,905 E 64 ST N,Unknown,OK,Unknown,LT 5 BLK 7 TULSA COUNTY,4348.07,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
97424-74-24-21620,15104 S 193 AV E,Unknown,OK,Unknown,N266.87 GOV LT 1 SEC 24 17 14 8.07ACS TULSA COUNTY,4463.58,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
91316-13-16-06510,10500 N YALE AV E,Unknown,OK,Unknown,S134 N572 E647 E/2 NE LESS BEG 572S & 273W NEC TULSA COUNTY MH NOT INCLUDED,5056.93,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
99027-90-27-68130,4321 S 225 AV W,Unknown,OK,Unknown,PRT NW BEG 1068.77S NWC TH E534.85 S317 W531.80 TULSA COUNTY,5198.99,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
55425-91-07-00270,1702 S 168 AV W,Unknown,OK,Unknown,LT 20 BLK 2 TULSA COUNTY,5297.09,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
91225-12-25-41510,ADDRESS UNKNOWN,Unknown,OK,Unknown,W/2 SW NE & N20 SE NE & N20 E660 SW NE & SE NW TULSA COUNTY,4211.16,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
99229-92-29-38016,ADDRESS UNKNOWN,Unknown,OK,Unknown,BEG 660S & 664E NWC NE NW TH S317.50 E295.65 TULSA COUNTY,4232.91,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
54675-92-05-05450,32 S 62 AV W,Unknown,OK,Unknown,N1 FOOT LT A REPLAT & RESUBDIVISION OF LTS 36 TULSA COUNTY,4753.15,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
90306-03-06-46920,ADDRESS UNKNOWN,Unknown,OK,Unknown,PRT N/2 SW SE BEG NWC TH E700 S330 W700 N330 TULSA COUNTY,3954.21,Strong Manual Review Candidate,No Clear Match,Invalid Weak Match,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
20575-93-30-08990,4103 S PEORIA AV E,Tulsa,OK,Unknown,LT 4 BLK 1,6826.65,Mid Investment,Strong Match,High,Possible Match,Tulsa Market District,Tulsa Market District / NOMA residential hub,Multifamily / Mixed-use neighborhood hub,High,Community Partner Profile: How NOMA is Creating Community Along the Mother Road - PartnerTulsa,https://partnertulsa.org/community-partner-profile-how-noma-is-creating-community-along-the-mother-road/,"NOMA added a 256-unit residential hub in the Tulsa Market District along Route 66 and was described as part of a broader effort to revitalize vacant spaces, improve walkability, and support new commercial activity in the corridor.",Route 66 from Peoria to Harvard,Route 66; 11th Street; Peoria; Harvard,Partial named corridor overlap without verified proximity: PEORIA,Medium,,High,corridor_only,"Tulsa Market District / NOMA residential hub, Tulsa, Oklahoma",False
00725-03-33-00530,1326 N KNOXVILLE AV E,Tulsa,OK,Unknown,LT 2,6743.65,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
40375-94-08-07940,1640 S 128 AV E,Tulsa,OK,Unknown,LOT 34 BLK 4,6791.32,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
57628-73-15-20120,14901 S YALE AV E,City Of Bixby,OK,Unknown,LT 1 BLK 1,6855.98,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
84830-72-11-53420,248 E 137 ST S,City Of Glenpool,OK,Unknown,LT 24 BLK 4,6927.56,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
85175-72-12-57030,1277 E 139 ST S,City Of Glenpool,OK,Unknown,LT 6 BLK 2,7004.96,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
04175-93-14-07050,7721 E 30 PL S,Tulsa,OK,Unknown,LT 14 BLK 34,7152.78,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
22775-94-17-02590,2325 S 119 AV E,Tulsa,OK,Unknown,LOT-5-BLK-9,7281.27,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
98412-84-12-02870,315 N 14 ST E,Broken Arrow,OK,Unknown,BEG 1320N & 576W SECR SE NW TH E245 S110 W245,6982.63,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
08675-93-01-02070,529 S 90 AV E,Tulsa,OK,Unknown,LT 7 BLK 22,7105.95,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
42025-93-07-18720,1711 E 13 PL S,Tulsa,OK,Unknown,LT 15 BLK 14,7230.61,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
04025-93-15-00140,2640 S SHERIDAN RD E,Tulsa,OK,Unknown,LT 3 BLK 1,7339.85,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
77200-94-21-16190,3217 S 140 AV E,Tulsa,OK,Unknown,LT 9 BLK 1,7393.92,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
47075-93-30-12810,1356 E 44 ST S,Tulsa,OK,Unknown,LT 9 BLK 2,7827.99,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
11575-03-35-03730,7350 E NEWTON ST N,Tulsa,OK,Unknown,LT 8 BLK 3,5516.78,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
07415-94-07-29470,1441 S 112 AV E,Tulsa,OK,Unknown,LT 15 BLK 4,5517.44,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
35725-93-31-08440,5737 S QUINCY AV E,Tulsa,OK,Unknown,LOT-11-BLK-2,5526.11,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
16375-93-03-04910,574 S MAPLEWOOD AV E,Tulsa,OK,Unknown,LT 3 BLK 2,5550.11,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
40325-94-17-06480,2479 S 127 AV E,Tulsa,OK,Unknown,LT 25 BLK 3,5632.77,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
44325-03-36-04310,9541 E NEWTON PL N,Tulsa,OK,Unknown,LOT 15 BLK 6,5659.43,Mid Investment,No Clear Match,Low,No Clear Match,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,"Property is not clearly near or tied to the development area based on available address, ZIP, and named-location evidence",Low,,Low,no_clear_match,Unknown,False
